0 | 0.4836 
1 | 0.557 
2 | 0.6403 
3 | 0.7111 
4 | 0.743 
5 | 0.7516 
6 | 0.7791 
7 | 0.7811 
8 | 0.7829 
9 | 0.7842 
10 | 0.7994 
11 | 0.803 
12 | 0.8018 
13 | 0.8008 
14 | 0.8035 
15 | 0.7964 
16 | 0.8 
17 | 0.8036 
18 | 0.8144 
19 | 0.8095 
20 | 0.8024 
21 | 0.8019 
22 | 0.8067 
23 | 0.8056 
24 | 0.8247 
25 | 0.802 
26 | 0.8048 
27 | 0.8027 
